text,gpt_response
"לאחר ששקלתי את מכלול נסיבותיו של הנאשם שבפני, לרבות העובדה ששהה בתנאים מגבילים תקופה ממושכת, הגעתי לכלל מסקנה כי מדובר בשיקום המצדיק חריגה ממתחם העונש שקבעתי, גם על מנת שלא לפגוע בהליך השיקום של הנאשם ולאפשר לו להמשיך בדרכו החדשה והחיובית.",לא נכון
"לפיכך, באתי למסקנה כי יש מקום לסטות מטעמי שיקום ממתחם העונש ההולם.",לא נכון
"יחד עם זאת, לא מצאתי לנכון לקבל המלצת שירות המבחן להטלת עונש של צו של""צ שכן המלצה זו אינה נותנת את המשקל הראוי לחומרת העבירות, נסיבות ביצוען ואינטרס הרתעת הרבים.",לא נכון
"הטלת צו של""צ במקרה זה עלולה להעביר מסר מוטעה כלפי הציבור ביחס לחומרת ביצוע העבירות, הקלות הרבה והפיתוי בכניסה לתחום הסחר בסמים לצורך השגת רווח כלכלי.",לא נכון
"לאור האמור, באתי למסקנה כי באיזון הראוי יש להטיל על הנאשם עונש מאסר שיבוצע בעבודות שירות.",לא נכון
"יחד עם זאת גם בעניין זה, מצאתי מקום בשל שיקולי השיקום שלא להטיל על הנאשם עונש עבודות שירות ברף העליון של המתחם אלא בשליש העליון בלבד.",לא נכון
"קנס כספי - הנאשם סחר ותיווך  בסמים, לכאורה נראה כי הפיק רווח כלכלי כלשהו, כאשר עסקינן בעבירות בעלות אופי כלכלי, מן הראוי אף להטיל ענישה בעלת פן כלכלי, תוך התחשבות במצבו הכלכלי של הנאשם.",לא נכון
"אשר על-כן, הנני גוזר על הנאשם את העונשים הבאים:",לא נכון
"7 חודשי מאסר בפועל, אשר ירוצו בדרך של עבודות שירות בעמותת יחדיו בבאר שבע, בכתובת רח' משה דיין 1 באר שבע, במשך חמישה ימים בשבוע, 8.5 שעות ביום או לפי קביעה אחרת של הממונה על עבודות השירות.",לא נכון
"הנאשם יתייצב לריצוי עונשו ביום 26/3/2025 במשרדי הממונה על עבודות השירות במפקדת מחוז דרום של שב""ס ליד כלא באר-שבע.",לא נכון
"7 חודשי מאסר על תנאי, לבל יעבור הנאשם במשך שלוש שנים מהיום כל עבירה לפי פקודת הסמים מסוג פשע.",לא נכון
"3 חודשי מאסר על תנאי, לתקופה של 3 שנים מהיום, שלא יעבור כל עבֵרה לפי פקודת הסמים מסוג עוון;",לא נכון
"קנס כספי בסך 5,000₪ או 50 ימי מאסר תמורתו.",לא נכון
"הקנס ישולם ב - 5 תשלומים חודשיים שווים ורצופים, החל מיום 1/5/2025 ובמשך כל 01 לחודש שלאחריו.",לא נכון
את הקנס ניתן לשלם באחת מהדרכים הבאות:,לא נכון
"בכרטיס אשראי – באתר המקוון של רשות האכיפה והגבייה, www.eca.gov.il .",לא נכון
"לבקשת הנאשם וככל ואין מניעה חוקית אחרת לכך, מורה כי הקנס יקוזז מהפיקדון הקיים בתיק מ""ת 27501-06-23 והיתרה תשולם בתשלומים כמפורט לעיל;",לא נכון
"הנאשם יצהיר בהתאם לתקנות העונשין (התחייבות להימנע מעבירה), התש""ף-2019, על התחייבות כספית שלא לעבור כל עבירה על פקודת הסמים המסוכנים.",לא נכון
"ההתחייבות תהא לתקופה של שנתיים מהיום ובסך של 3,000 ₪ ;",לא נכון
"פסילה על תנאי למשך 6 חודשים מלהחזיק או לקבל רישיון נהיגה, וזאת למשך שנתיים",לא נכון
מהיום ככל ויעבור עבירה כלשהי על פקודת הסמים המסוכנים.,לא נכון
מורה על השמדת הסמים,לא נכון
זכות ערעור לבית-המשפט המחוזי תוך 45 ימים.,לא נכון
"5129371ניתן היום,  י""ח שבט תשפ""ה, 16 פברואר 2025, בהעדר הצדדים.",לא נכון
"ע""י ב""כ עוה""ד לילך גולן",לא נכון
"ע""י ב""כ עוה""ד ענבר קינן",לא נכון
"הנאשם הודה והורשע בכתב אישום מתוקן אשר מייחס לו עבירה של החזקה/שימוש בסמים שלא לצריכה עצמית לפי סעיף 7(א)+7(ג) רישא לפקודת הסמים המסוכנים[נוסח חדש], תשל""ג-1973 (להלן: ""פקודת הסמים המסוכנים/הפקודה"").",לא נכון
"על פי עובדות כתב האישום המתוקן והחלק הכללי, נכון למועד המתואר בכתב האישום, הנאשם התגורר במחסן בעליית גג ברחוב העוגן 11 בחולון, כאשר ביום 04.02.2020 בשעה 18:30 או בסמוך לכך, החזיק בביתו בשתי שקיות, סם מסוג קנבוס במשקל של  1.500 ק""ג.",לא נכון
באותן הנסיבות אף החזיק סם מאותו הסוג במשקל כולל של 200 גרם כשהוא מחולק ל- 40 קופסאות.,לא נכון
"לשם שלמות התמונה אציין, כי הנאשם כפר תחילה במעשיו והחלה שמיעת הראיות עד להשלמת פרשת התביעה, ולאחר שההגנה בחנה היטב את המוצגים, הודה הנאשם בכתב אישום מתוקן והופנה לקבלת תסקיר שירות מבחן, נוכח גילו בעת ביצוע העבירה (תסקיר חובה).",לא נכון
"תסקיר ראשון הוגש ביום 22.02.24, משם עולה שהנאשם הינו צעיר בן 24, רווק, עובד בתחום המשלוחים במשרה חלקית.",לא נכון
לאחרונה ובעקבות תאונת דרכים שעבר לפני מספר חודשים והוכר כנכה בשיעור של 10% בביטוח הלאומי.,לא נכון
"לעניין הרקע של הנאשם, החל  לנהל אורח חיים התמכרותי ושולי מאז היותו בן 15 ועד גיל 20.",לא נכון
במסגרת כך החל לצרוך סמים כדרך בריחה מהתמודדות עם חוויות קשות מילדותו.,לא נכון
"הנאשם סיפר, כי לפני כ-4 שנים ותוך כדי התבגרותו עבר תהליך של הפנמה והבנה ועייף מהעיסוק בפלילים.",לא נכון
"שירות המבחן העריך שהעבירה בוצעה לאור דפוסי התנהגות של התמכרות ועבריינות, אלא, שבשנים האחרונות ניכר שהנאשם מצליח לנהל אורח חיים נורמטיבי.",לא נכון
"עוד צוין בתסקיר, כי ההליכים המשטרתיים והמשפטיים המתנהלים כנגדו מהווים גורם מרתיע ומחדד גבולות.",לא נכון
"נוכח מורכבות זו; שהנאשם אוחז בדפוסי חשיבה ופתרון בעיתיים ומנגד כיום מנהל אורח חיים נורמטיבי ובהינתן שהנאשם נעדר רצון להתערבות טיפולית, המליץ שירות המבחן על הטלת עונש בדמות צו של""צ שיש בו להציב גבול ברור עבורו ובמקביל מתן יכולת להמשיך ולהחזיק בתעסוקתו.",לא נכון
"בתסקיר השני מיום 27.3.24, אשר היה אמור לפרט את תכנית השל""צ עבור הנאשם נרשם שלא נוצר הקשר עמו ועל אף ניסיונות לעשות כך, לשווא.",לא נכון
"עדיין ציין שרות המבחן, כי ככל שיתבקש, יכין תכנית שכזו עבור הנאשם לאחר הדיון ניתנה לנאשם הזדמנות נוספת ובמקביל נשלח לקבלת חוות דעת ממונה.",לא נכון
"בתסקיר השלישי מיום 1.5.24, הותאמה תכנית של""צ עבור הנאשם בהיקף של 200 שעות.",לא נכון
"ב""כ המאשימה, הגישה גיליון הרשעות קודמות של הנאשם (במ/1), הפנתה לנסיבות ביצוע העבירה אשר יש בהן ללמד על החזקה של הסם שהינה בעלת גוון מסחרי.",לא נכון
הפנתה לערכים המוגנים שנפגעו ועתרה למתחם עונש שמתחיל משמונה חודשי מאסר שיכול וירוצו בעבודות שירות ועד ל-18 חודשי מאסר.,לא נכון
"הפנתה לאמור בתסקיר שירות המבחן בנוגע לילדותו של הנאשם, לגילו הצעיר בעת ביצוע העבירה ולכך שלא נפתחו כנגדו תיקים נוספים, מאידך הדגישה את העדר רצונו לטיפול, לאור האמור לעיל, ביקשה המאשימה למקם את הנאשם בשליש הראשון של המתחם אליו עתרה, לצד ענישה נלווית (לתמיכה בטיעוניה הגישה פסיקה).",לא נכון
"ב""כ הנאשם, בראשית טיעוניה הפנתה לחלוף הזמן מאז ביצוע העבירה (4 שנים), לכך שהנאשם הודה כבר בהזדמנות הראשונה, בתחנת המשטרה בהחזקה וכי חלוף הזמן אינו רובץ לפתחו של הנאשם מאחר שניהול התיק החל בשל טענות משפטיות שהתבררו במסגרת הליך ההוכחות.",לא נכון
"הפנתה לנסיבות ביצוע העבירה, להעדר אינדיקציה לסחר בסמים וביקשה לקבוע מתחם ענישה שמתחיל ממאסר מותנה.",לא נכון
"הסנגורית הפנתה אף היא לתסקיר שירות המבחן, לנסיבות חייו של הנאשם שהוזנח על ידי רשויות המדינה.",לא נכון
"הדגישה שהנאשם לא נעתר להירתם לטיפול שכן החל לעבוד, מדיר עצמו מאורח החיים השולי מזה זמן רב, עוזר בפרנסת סבו וסבתו, נאחז בעבודתו כעמוד תווך בחייו, כך שאפילו לאחר שעבר תאונת עבודה הזדרז וחזר לעבודתו על מנת לפרנס עצמו ואותם.",לא נכון
הוסיפה וטענה לנסיבותיו; שהנאשם נמצא בזוגיות; ושקיבל אישור לשימוש בקנאביס רפואי בעקבות פוסט טראומה.,לא נכון
בסיום טיעוניה ביקשה הסנגורית לאמץ את המלצת שירות המבחן ולהימנע מהטלת עונש מאסר בדרך של עבודות שירות כדי לאפשר לנאשם להמשיך את הדרך שהחל והיא דרך השיקום דה פקטו.,לא נכון
"הנאשם, טען לעצמו וביקש להוסיף, כי בעקבות תאונה שעבר לפני כעשרה חודשים עובד חצי משרה כדי לפרנס את סבו וסבתו ובשאר הזמן מטפל בסבתו.",לא נכון
"ציין כי נמצא במקום אחר בחייו, מתרכז בעיקר בטיפול בסבתו, בבת זוגתו ובשיעורי התורה.",לא נכון
"קביעת עונשו של הנאשם, נעשית לאור עקרון ההלימה, תוך מתן יחס הולם בין חומרת העבירה המיוחסת לנאשם בנסיבותיה, מידת אשמו של הנאשם ובין סוג ומידת העונש אשר יוטל עליו.",לא נכון
"לצורך קביעה זו יש לבחון מספר פרמטרים; הערכים החברתיים שנפגעו ממעשה זה ומידת הפגיעה בהם, מדיניות הענישה הנהוגה בבתי המשפט ומהן הנסיבות הקשורות בביצוע העבירה (תיקון 113 לחוק העונשין).",לא נכון
"הנאשם החזיק בביתו ב-1.500 ק""ג קנבוס שהיו מחולקים ל-2 שקיות ובנוסף החזיק 200 גרם קנבוס שמחולקים ל-40 קופסאות בביתו.",לא נכון
"עם זאת לא נמצאו סממנים המעידים על כך שהנאשם לקח חלק בשרשרת הפצת הסמים, לא אותרו קונים פוטנציאלים או כל אינדיקציה להתממשות הנזק מעבר לפגיעה בנאשם עצמו (כמובן למעט משקל הסם וחלוקת חלקו למנות קטנות).",לא נכון
"נוכח האמור לעיל, אני קובעת כי הפגיעה בערכים המוגנים היא ברף התחתון- בינוני.",לא נכון
"ניתן ללמוד על מתחם העונש ההולם בין היתר מפסקי הדין הבאים, בכמויות דומות או אף גדולות יותר:",לא נכון
"בשים לב לנסיבות ביצוע העבירה במקרה זה, הכמות, ההחזקה ברכבו של הנאשם, וכי לא נמצא ציוד נוסף או כל אינדיקציה ברורה להפצה, אני קובעת שמתחם העונש ההולם נע מ-4 חודשי מאסר שניתן לרצות בעבודות שירות ועד 12 חודשי מאסר בפועל, לצד ענישה נלווית.",לא נכון
"בעניינו של הנאשם, הוגש תסקיר שירות מבחן אשר מלמד על כך שהנאשם שלל נזקקות טיפולית, כאשר הערכת שירות המבחן שהעבירה בוצעה לאור דפוסים עברייניים של הנאשם, מאידך, מהתסקיר עולה שעל אף כך, ולאור שיקולים שישי בהם משום שיקום בפועל, כגון הזמן הרב שחלף מבלי שהנאשם הסתבך בפלילים – 4 שנים, גילו של הנאשם, בעת ביצוע העבירה (כבן 20), החזקתו בעבודה לאורך זמן ומחויבותו לה והפסקת השימוש בסמים למעט במסגרת האישור שניתן לו לצרוך קנביס רפואי, יש בכל אלו כדי להצביע על הטלת ענישה ממשית מציבת גבולות אך כזו שלא תנתק את התהליך שהוא עובר, דהיינו הצורך בהותרת עבודת הנאשם כנדבך משמעותי בחייו.",לא נכון
"הנאשם, יליד 2000, הודה במיוחס לו, מנהל אורח חיים נורמטיבי, עובד בתחום המשלוחים.",לא נכון
בשנים האחרונות לא נפתחו תיקים כנגדו.,לא נכון
"לחובתו הרשעה אחת שהתיישנה, מבית משפט לנוער משנת 2019 בעבירות אלימות ורכוש ושני רישומים מוקדמים לזו.",לא נכון
"גילו והעובדה שהוכיח בפועל שהוא מדיר רגליו מביצוע העבירות והמלצת שירות המבחן, מביאים אותי למסקנה כי במקרה זה הנאשם הוכיח בפועל כי הוא מצוי בעיצומו של הליך שיקומי, אם כי באופן פרטי ובתקווה שיתמיד בכך, שיש לסטות ממתחם העונש שנקבע ולקבל את המלצת שירות המבחן.",לא נכון
אשר על כן אני גוזרת על הנאשם את העונשים הבאים:,לא נכון
"של""צ בהיקף של 200 שעות, בהתאם לתכנית שפורטה על ידי שירות המבחן.",לא נכון
"בית משפט מזהיר את הנאשם כי עליו לעמוד בתוכנית זו באופן מדוקדק, שכן שירות המבחן יכול לבקש הפקעת הצו ובמצב דברים זה, בית משפט יכול לגזור על הנאשם עונש נוסף.",לא נכון
"5 חודשי מאסר על תנאי, ואולם הנאשם לא יישא עונש זה אלא אם יעבור במהלך תקופה של 3 שנים מהיום עבירה על פקודת הסמים, מסוג פשע.",לא נכון
"קנס בסך 1,000 ₪.",לא נכון
"הקנס ישולם בשני תשלומים חודשיים, שווים ורצופים החל מיום 10.06.2024  ובכל חודש שלאחריו.",לא נכון
"התחייבות כספית בסך של 3,000 ₪ וזאת למשך 3 שנים מהיום שלא יעבור עבירה בה הורשע.",לא נכון
רשמתי בפניי שהנאשם הבין את האמור ברכיב זה.,לא נכון
ניתן צו לגבי הסמים כך שהסמים יושמדו ומוצגים אחרים שנתפסו מעת הנאשם יושבו לידיו.,לא נכון
עניין זה יוסדר עם היחידה החוקרת.,לא נכון
"ככל שהופקד פיקדון בתיק או בתיק המעצרים הקשור לתיק זה ובהעדר מניעה על פי דין, יוחזר הפיקדון למפקיד או לידי מי מטעמו עפ""י יפוי כוח.",לא נכון
54678313המזכירות תעביר העתק לשירות המבחן.,לא נכון
"ניתן היום,  ח' אייר תשפ""ד, 16 מאי 2024, במעמד הצדדים.",לא נכון
אודל ישראל אלפסי  - לא בעניינו,לא נכון
"עומר אלסאנע  - הובא ע""י נחשון",לא נכון
"ע""י ב""כ עו""ד שמואל ברגר",לא נכון
"איוב סמהאדין – הובא ע""י נחשון",לא נכון
"ע""י ב""כ עו""ד עמית ויצמן – בהעדר",לא נכון
נתנאל דהן – לא בעניינו,לא נכון
שי ידין – לא בעניינו,לא נכון
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), ג, 13, 19א",לא נכון
"חוק העונשין, תשל""ז-1977: סע'  25, 29, 31",לא נכון
"הנאשם 2 הורשע, על יסוד הודאתו בעובדות כתב האישום המתוקן, בעבירות כדלקמן:",לא נכון
"ייצוא, ייבוא וסחר בסם מסוכן – 3 עבירות לפי סעיף 13 + 19א לפקודת הסמים המסוכנים (נוסח חדש) התשל""ג – 1973 (להלן: ""הפקודה"") + סעיף 25 לחוק העונשין, התשל""ז – 1977 (להלן: ""חוק העונשין"").",לא נכון
החזקה ושימוש (שלא לצריכה עצמית) – 2 עבירות לפי סעיף 7(א) + (ג) רישא לפקודה + סעיף 29 לחוק העונשין.,לא נכון
"ייצוא, ייבוא וסחר בסם מסוכן (סיוע) – עבירה לפי סעיף 13 + 19א לפקודה + סעיף 31 לחוק העונשין.",לא נכון
"הנאשם 3 הורשע, על יסוד הודאתו בעובדות כתב האישום המתוקן, בעבירות כדלקמן:",לא נכון
החזקה ושימוש (שלא לצריכה עצמית) – עבירה לפי סעיף 7(א) + (ג) רישא לפקודה + סעיף 29 לחוק העונשין.,לא נכון
"על פי חלקו הכללי של כתב האישום המתוקן בין החודשים אפריל 2023 עד אפריל 2024, פעל נ.פ. 71565-23 כסוכן סמוי (להלן: ""הסוכן"") בשירות משטרת ישראל, במטרה להילחם בתופעת סחר בסמים, עובדה אשר לא היתה ידועה לנאשמים.",לא נכון
בין הסוכן ובין הנאשם 1 קיימת היכרות מוקדמת.,לא נכון
"על פי עובדות האישום הראשון, נאשמים 1-3, במועד אשר אינו ידוע במדויק למאשימה, אך עובר לתאריך 7.2.24, קשרו קשר לסחור בסם מסוכן מסוג קוקאין.",לא נכון
"במסגרת הקשר ולשם קידומו התקשר הנאשם 1 שהיה באותה עת עצור בבית הסוהר, לסוכן והציע לו לבצע איתו עסקת סמים.",לא נכון
הנאשם 1 ביקש מהסוכן להעלות בשיחת ועידה את הנאשם 2 והסוכן עשה כן.,לא נכון
"לאחר שנאשם 1 שוחח עם הנאשם 2, הנאשם 1 ונאשם 2 סיכמו עם הסוכן עסקה של 150 גרם קוקאין במחיר של 200 ₪ לגרם, כשהתשלום במזומן עבור 100 גרם סם ויתרת התשלום בשבוע שלאחריו (להלן: ""הסם"" ו- ""העסקה"" בהתאמה).",לא נכון
"בתאריך 7.2.24, בשעה 14:22, התקשר הסוכן לנאשם 2 בתוכנת המסרים וואטסאפ (להלן: ""וואטסאפ"") ותיאם עם הסוכן את ביצוע העסקה בשעה 17:00.",לא נכון
"בהמשך השיחה קבע הנאשם 2 עם הסוכן כי תשלום ראשון עבור העסקה יהיה בסכום של 20,000 ₪ ויתרת התשלום 10,000 ₪ תועבר בשבוע לאחריו.",לא נכון
"בהמשך באותו מועד, בשעה 16:30 התקשר הנאשם 2 לסוכן וביקש לדחות ביצוע העסקה, הסוכן ביקש לבדוק ולחזור לנאשם 2.",לא נכון
"בהמשך לכך, בשעה 16:35, שלח הסוכן לנאשם 1 הודעה קולית בוואטסאפ, ובה ביקש מנאשם 2 לספק לו לפחות 50 גרם מהסם ואת יתרת הסם ביום למחרת.",לא נכון
הנאשם 2 השיב כי יש לו מהסם רק באבקה ולא בגוש במשקל 50 גרם והתחייב לאיכות הסם.,לא נכון
"בהמשך למועד הנ""ל, בסמוך לשעה 17:30 שלח הנאשם 2 הודעה לסוכן כי ישלח את הנאשם 3 עם כמות של 60 גרם מהסם, ולמחרת היום יספק לו עוד 90 גרם מהסם והסוכן ישלח יתרת התשלום בשבוע שלאחריו.",לא נכון
"עוד סיכם הנאשם 2 עם הסוכן, כי הסוכן ישלם לנאשם 3 סכום של 9,000 ₪ והסוכן שלח לנאשם 1 מיקום למפגש במסעדת ""אלטורטו"" בשכונה ג' בבאר שבע (להלן: ""מקום המפגש"").",לא נכון
"בתאריך 7.2.24, סמוך לשעה 20:00 הגיע הנאשם 3 ברכב למקום המפגש כשבמקביל הנאשם 2 נמצא בדיבורית בשיחה עם הנאשם 3.",לא נכון
הסוכן ניגש אל הרכב לחלון הנהג ובמועד זה העביר נאשם 3 לסוכן את הסם במשקל של 53.72 גרם.,לא נכון
הסוכן ביקש לבדוק את הסם ונאשם 3 ביקש בתגובה שיכנס לרכבו.,לא נכון
"הסוכן נכנס לרכבו של הנאשם 3, הסוכן הוציא סך של 9,000 ₪ ומסרו לנאשם 3.",לא נכון
בשלב זה הנאשם 2 סיכם עם הסוכן כי למחרת יפגשו לסגור את המשך העסקה.,לא נכון
"בתאריך 8.2.24 בשעה 10:58, במסגרת הקשר ולשם קידומו, עדכן הנאשם 2 את הנאשם 1 בשיחה טלפונית, אודות העסקה שהתבצעה יום קודם, שהמשכה אמור להתבצע במהלך אותו היום.",לא נכון
הנאשם 1 הורה לנאשם 2 כי שוחח עם הסוכן בנוגע לתשלום היתרה.,לא נכון
"בהמשך למועד זה, התקשר הסוכן לנאשם 2 בשיחת וואטסאפ והשניים סיכמו כי הנאשם 2 יספק לו את יתרת הסם מהעסקה במשקל של 90 גרם וקבעו להיפגש במקום המפגש.",לא נכון
"בהמשך לאמור, בשעה 12:45 במסגרת הקשר ולשם קידומו שוחח הנאשם 1 עם הנאשם 2 ועדכן אותו בנוגע לשיחה שניהל עם הסוכן בדבר יתרת התשלום עבור הסמים שסופקו לו.",לא נכון
"בסמוך לשעה 16:00, הגיעו למקום המפגש הסוכן, הנאשם 2 ברכב מזדה והנאשם 3 ברכב רנו קליאו (להלן: ""רכב הרנו"").",לא נכון
בשלב זה יצא הנאשם 2 מרכב המזדה והובילו את הסוכן לרכב הרנו ונכנס עמו אליו.,לא נכון
אז הנאשם 3 הוציא מתחת לתא הכפפות את הסם ומסר לסוכן 80.86 גרם מהסם.,לא נכון
"בהמשך התרחקו הנאשם 2 והסוכן מרכב הרנו על מנת שהסוכן יבדוק את הסם ולאחר שבדק אותו מסר הסוכן לנאשם 2 סכום של 11,000 ₪.",לא נכון
"בתאריך 14.2.24, בשעה 16:36, התקשר הסוכן לנאשם 2 בשיחת וואטסאפ ואמר לו להגיע לקחת את יתרת התשלום מהעסקה הנ""ל.",לא נכון
השניים קבעו להיפגש במקום המפגש.,לא נכון
"בסמוך לשעה 17:00 הגיע הנאשם 2 למקום המפגש, כשהוא נוהג ברכב יונדאי בצבע שחור, עם אדם נוסף ברכב, שזהותו אינה ידועה למאשימה.",לא נכון
"הנאשם 2 ירד מהרכב, ופגש בסוכן והסוכן נתן במעמד זה לנאשם 2 סכום של 10,000 ₪.",לא נכון
"על פי עובדות האישום השני  נאשמים 1,2,4,5, במועד אשר אינו ידוע במדויק למאשימה, אך עובר לתאריך 15.2.24, קשרו קשר לסחור בסמים מסוכנים מסוג קטאמין וקוקאין.",לא נכון
"בהמשך לאישום הראשון, בתאריך 14.2.24, התקשר הסוכן לנאשם 2 וסיכם עימו כי יבצעו יחד עסקת סם, בסוגים שונים, נאשם 2 אמר שיחזור לסוכן.",לא נכון
"בהמשך לאמור, בתאריך 15.2.24, סמוך לשעה 15:09, לאחר שנאשם 1 שוחח עם נאשם 2, ולאחר שיחה של נאשם 1 עם סוכן התקשר הסוכן לנאשם 2 וסיכם עימו על עסקה של 97.77 גרם סם מסוכן מסוג קטאמין ו- 49.59 גרם של סם מסוכן מסוג קוקאין במחיר כולל של  19,000 ₪ (להלן: ""העסקה""), וקבעו לבצע העסקה בחנייה של מסעדת ""אלטורטו"" בשכונה ג' בבאר-שבע (להלן: ""מקום המפגש"").",לא נכון
"הסוכן מסר לנאשם 2 כי סיכם עם נאשם 1 כי  התשלום עבור העסקה יהא 5,000 ₪ במעמד העסקה והיתרה תושלם בתשלום של 14,000 ₪ שבוע לאחר העסקה.",לא נכון
"בהמשך לשיחתם, נאשם 2 תאם עם נאשם 4 כי יגיע לכפר סבא לקחת הסם ונאשם 4 מסר כי ישלח את נאשם 5 למסור את הסם.",לא נכון
"בהמשך לאמור סמוך לשעה 15:00, נאשם 2 נסע לכפר סבא להביא הסם כאמור.",לא נכון
"במועד הנ""ל, סמוך לשעה 19:32 הגיע נאשם 2 למקום המפגש ברכב הרנו.",לא נכון
נאשם 2 ירד מהרכב ופגש בסוכן אשר הגיע אף הוא למקום.,לא נכון
"במעמד הנ""ל העביר נאשם 2 לסוכן 97.77 גרם סם מסוכן מסוג קטאמין ו- 49.59 גרם סם מסוכן מסוג קוקאין והסוכן מסר בתמורה לנאשם 2 סכום של 5,000 ₪.",לא נכון
"בתאריך 21.2.24, סמוך לשעה 15:00, התקשר הסוכן לנאשם 2 ואמר לו להגיע לקחת את יתרת התשלום עבור העסקה והשניים סיכמו להיפגש במקום המפגש.",לא נכון
"בהמשך לאמור, בשעה 16:41, התקשר נאשם 2 לנאשם 1 ועדכן אותו בנוגע לשיחה עם הסוכן, ועל מועד קבלת יתרת התשלום מהסוכן.",לא נכון
"בהמשך, בסמוך לשעה 18:00, הגיע נאשם 2 למקום המפגש ברכב מזדה, ירד מהרכב והלך לעבר הסוכן שכבר המתין במקום בחנייה, השניים שוחחו מספר דקות ואז מסר נאשם 2 לסוכן שקית ובה 0.849 גרם סם מסוכן מסוג MDMA לבדיקתו של הסוכן והסוכן מסר לנאשם 2 סכום של 13,000 ₪ עבור יתרת התשלום מהעסקה שבוצעה.",לא נכון
"בתאריך 22.2.24, בשעה 14:50, התקשר נאשם 1 לנאשם 2, וביקש כי נאשם 2 יצור קשר עם הסוכן ויבקש ממנו שיעביר לנאשם 1 את יתרת התשלום שנותרה עבור העסקה על סך 1,000 ₪ לחשבון הקנטינה שלו בבית הסוהר.",לא נכון
"בתאריך 28.2.24 התקשר הסוכן לנאשם 2 ואמר לו להגיע לקחת את יתרת התשלום כאמור על סך 1,000 ₪ והשניים קבעו להיפגש במקום המפגש.",לא נכון
"במועד הנ""ל, סמוך לשעה 17:35, הגיע נאשם 2 למקום המפגש, עם אחר, שזהותו אינה ידועה למאשימה והסוכן העביר לנאשם 2 את הסכום של 1,000 ₪ הנ""ל.",לא נכון
"על פי עובדות כתב  האישום  במועד שאינו ידוע במדויק למאשימה, אך כשבוע לפני התאריך 4.3.24 התקשר נאשם  לסוכן ושאל על הדוגמא של סם הדוסה שקיבל (0.849 גרם מסוג MDMA מעסקה מיום 28.2.24).",לא נכון
הסוכן אישר כי איכותה טובה ונאשם 1 שאל לגבי עסקאות נוספות.,לא נכון
"בתאריך 4.3.24, סמוך לשעה 16:00, התקשר נאשם 1 לסוכן ואמר כי סיכם עם נאשם 4 עסקת סם מסוג קטאמין+MDMA (להלן: ""הסם"" או ""סם דוסה"") במשקל 100 גרם במחיר של 90 ₪ לגרם, כשהתשלום בסך 5,000 ₪ יהיה במעמד העסקה והיתרה תועבר בשבוע לאחר מכן (להלן: ""העסקה"").",לא נכון
"נאשם 1 מסר לסוכן את מספר הנייד של נאשם 4 בהמשך השיחה, סיכם הסוכן עם נאשם 1 כי הסוכן ייסע לכפר סבא להביא את הסמים וישלם 5,000 ₪ לנאשם 4.",לא נכון
"בתאריך 5.3.24, בשעה 13:24, שלח נאשם  4 לסוכן הודעה ובה כתב לסוכן ""מה קורה אני החבר של החבר"" ובהמשך אף שלח לסוכן את כתובת למקום המפגש רח' שלמה המלך 12 בכפר סבא (להלן: ""מקום המפגש"").",לא נכון
"בהמשך למועד הנ""ל, סמוך לשעה 17:30, הגיע הסוכן ברכבו למקום המפגש שם פגש בנאשם 4.",לא נכון
נאשם 4 נכנס לרכבו של הסוכן ואמר לסוכן כי הוא מחכה לאחר שיביא את הסם.,לא נכון
"כעבור מספר דקות ביקש נאשם 4 להתקשר מהנייד של הסוכן והתקשר לנאשם 5, אשר כעבור זמן קצר הגיע בסמוך למקום המפגש.",לא נכון
"נאשם 4 הלך לעברו של נאשם 5 נאשם 5 מסר לנאשם 4 דבר מה וכשחזר לרכבו של הסוכן, נתן נאשם 4 לסוכן שקית ובה 100 גרם סם מסוכן מסוג דוסה.",לא נכון
"הסוכן נתן כמוסכם בתמורה לנאשם 4 סכום של 5,000 ₪.",לא נכון
"במועד שאינו ידוע במדויק למאשימה, אך עובר לתאריך 11.3.24, התקשר נאשם 1 לסוכן וביקש לדעת מתי הסוכן ישלים את יתרת התשלום בסך 4,000 ₪ עבור העסקה בהתאם לסיכום ביניהם.",לא נכון
"בתאריך 11.3.24, סמוך לשעה 16:17, ביקש נאשם 1 מהסוכן להתקשר לבת זוגתו של נאשם 1 ולהעביר את יתרת התשלום דרכה.",לא נכון
הסוכן יצר קשר כאמור עם בת הזוג של נאשם 1 שמסרה שאיננה באזור .,לא נכון
"מיד לאחר מכן, התקשר נאשם 2 לסוכן ומסר לסוכן כי הוא נמצא ליד בית החולים סורוקה (להלן: ""מקום המפגש"") ושיגיע למסירת יתרת התשלום.",לא נכון
"הסוכן נסע למקום המפגש, מסר לנאשם 2 אשר הגיע למקום – סכום של 4,000 ₪ עבור יתרת התשלום לעסקה.",לא נכון
"הנאשמים 2 ו-3 הורשעו במסגרת הסדר טיעון, ובאי כוח הצדדים עתרו במשותף כי בית המשפט יגזור עליהם את העונשים הבאים:",לא נכון
"מאסר בפועל לתקופה של 4 שנים, בניכוי ימי מעצרו.",לא נכון
"קנס בסך 50,000 ש""ח.",לא נכון
ביחס לאופן תשלום הקנס יטענו הצדדים באופן חופשי.,לא נכון
פסילת רישיון נהיגה בפועל.,לא נכון
