gpt_response,text
לא נכון,הסנגור הפנה לנסיבות חייו הקשות של הנאשם ולמצב הכלכלי הקשה ממנו סובלת משפחתו.
לא נכון,"לשיטתו, האינטרס הציבורי יקבל מענה דווקא אם תוטל תקופת מאסר קצרה, שאפשר ותעמוד על תקופת מעצרו של הנאשם."
לא נכון,זאת על מנת שלא לפגוע בדרך השיקומית הארוכה בה צעד בהצלחה עד כה.
לא נכון,"ב""כ הנאשם הציג פסיקה ממנה ניתן ללמוד כי טווחי הענישה שנקבעו על ידי בית המשפט במקרים דומים נעים בין עבודות שירות עד שלוש שנות מאסר."
לא נכון,"נוכח נסיבותיו של הנאשם, הודייתו במרבית עובדות כתב האישום, והשיקום שעבר, בקש סנגורו לנהוג בו במידת הרחמים ולהשית עליו עונש מקל."
לא נכון,דברו האחרון של הנאשם
נכון,"בדברו האחרון, אמר הנאשם כי הוא מתחרט על מעשיו ונוטל אחריות מלאה על התנהלותו."
לא נכון,עוד הוסיף כי הוא שמר על עצמו משך 13 שנים נקי מסמים ומבלי להסתבך בפלילים.
לא נכון,"לטענתו, באירוע נשוא הדיון פעל מתוך הגנה עצמית משום שהוא בא ממשפחה קטנה המתגוררת בכפר המתנהל על פי חמולות."
לא נכון,הנאשם ביקש רחמים לא רק לעצמו אלא גם לבני משפחתו.
לא נכון,"בהתאם לסעיף 40ב לחוק, העיקרון המנחה, בגזירת עונשו של המורשע בפלילים, הינו קיומו של יחס הולם בין חומרת העבירה בנסיבותיה ומידת אשמו של הנאשם, לבין סוג ומידת העונש שיושת עליו."
לא נכון,"בקביעת מתחם הענישה הראוי נדרש בית המשפט להתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה, כמפורט בסעיף 40ט לחוק."
לא נכון,"בנסיבות, מאחר ורצף האירועים מהווה מכלול אחד ומשלא נטען אחרת, אקבע מתחם ענישה אחד לכלל העבירות בהן הורשע הנאשם."
לא נכון,"הערכים החברתיים שנפגעו ממעשי הנאשם, הינם ההגנה על שלום הציבור ובטחונו, שמירה על שלמות גופו של אדם וזכותו לשלמות גופו, שלומו ובטחונו של המתלונן ושל הציבור וכן הגנה על שלטון החוק."
לא נכון,"בענייננו, נשא הנאשם נשק בו החזיק באופן בלתי חוקי, הגיע למקום ציבורי – מסגד הומה אדם, בשעת תפילה, וירה מספר פעמים לעבר המתלונן."
לא נכון,"בהמשך, איים הנאשם הן על המתלונן והן על אביו ובנוסף פעל לשיבוש מהלכי משפט והעלמת נשק ותחמושת בהם החזיק שלא כדין."
לא נכון,ברי כי העבירה החמורה בכתב האישום היא עבירת החבלה בכוונה מחמירה ועבירת הנשק.
לא נכון,"בבחינת הנסיבות הקשורות בביצוע העבירה יש להביא בחשבון את התכנון המוקדם שהתבטא בכך שהנאשם הגיע למסגד, בעודו נושא על גופו את האקדח כשהוא טעון בכדורים."
לא נכון,"ניתן לשער על נקלה את הנזק שעלול היה להיגרם כתוצאה מהירי  אותו ביצע הנאשם, בין אם למתלונן ובין אם לעובר אורח אקראי."
לא נכון,"מדובר בירי שנעשה באזור מגורים, בתום תפילת הצהריים, באזור הומה אדם."
לא נכון,"בנסיבות, פוטנציאל הפגיעה בגוף ובנפש הוא גדול במיוחד."
לא נכון,"להבדיל מעבירת ניסיון רגילה (לפי סעיף 25 לחוק העונשין), שהיא אינה ביצוע מושלם של היסוד העובדתי של עבירה פלונית, סעיף 329(א)(2) לחוק קובע בעצמו כי עצם הניסיון לפגוע באדם באמצעים המצוינים בסעיף מהווה עבירה מושלמת."
לא נכון,"זאת, ללא צורך בתוצאת פגיעה או בנזק."
לא נכון,העונש המירבי בגין עצם ניסיון זה הוא 20 שנה – בדומה ליתר הסעיפים הקטנים של הוראת סעיף 329 (א) לחוק.
לא נכון,"בשים לב לחומרת העבירות בהן הורשע הנאשם, לנסיבות הקשורות בביצוען ולמדיניות הענישה הנוהגת, אני סבור כי מתחם העונש ההולם לגבי מכלול העבירות נע בין  3-6 שנות מאסר בפועל."
לא נכון,גזירת העונש בתוך המתחם
לא נכון,"שעה שבית המשפט גוזר את עונשו של נאשם בתוך מתחם הענישה שקבע, עליו להתחשב בנסיבות שאינן קשורות בביצוע העבירה, המפורטות בסעיף 40יא לחוק."
לא נכון,"בבואי לגזור את עונשו של הנאשם התחשבתי לקולא בכך שהעבירה האחרונה בה הורשע הייתה לפני יותר מעשר שנים וכי מזה יותר מעשור, מנהל הנאשם אורח חיים נורמטיבי, הקים משפחה וכי לשולחנו סמוכים ארבעה קטינים."
לא נכון,לא נעלמה מעיניי העובדה כי הנאשם סובל מנכות והקצבה אותה הוא מקבל הינה מקור הפרנסה היחיד של משפחתו.
נכון,"כמו כן ראיתי לזקוף לזכותו את חרטתו, נטילת האחריות מצדו על מעשיו ואת הודייתו במרבית עובדות כתב האישום, הגם שהודייה זו לא חסכה כליל את ניהול משפטו."
לא נכון,"לחומרא ראיתי להביא בחשבון, אם כי במידה מוגבלת, את עברו העשיר של הנאשם הכולל עבירות סמים, אלימות, החזקת נשק, עבירות רכוש ועבירות נוספות."
לא נכון,"ראיתי להתחשב בכך במידה מוגבלת משום שמחד מדובר בעבר מכביד שאין מקום להתעלם הימנו כליל, אך מאידך מדובר בעבר ישן מלפני שנים רבות."
לא נכון,"מאז הרשעתו האחרונה שמר הנאשם על אורח חיים נורמטיבי ודומה כי עד למעידתו בעבירות נשוא התיק הנוכחי, הצליח להרחיק עצמו מעולם הפשע."
לא נכון,"על יסוד מקבץ האמור, לאחר שהבאתי בחשבון את השיקולים לחומרא ולקולא שנמנו לעיל, ובשים לב לנסיבות חייו הקשות של הנאשם ראיתי לקבוע את עונשו ברף הנמוך של המתחם."
לא נכון,זאת בין היתר בשים לב לשיקומו ולעובדה כי בעשור האחרון נמנע הנאשם מכל הסתבכות פלילית ועל מנת שלא תרד לטמיון כברת הדרך השיקומית אותה עשה.
לא נכון,"לפיכך, אני גוזר על הנאשם את העונשים הבאים:"
לא נכון,3 שנות מאסר בפועל בניכוי תקופת מעצרו מיום 22.01.17.
לא נכון,18 חודשי מאסר על תנאי לבל יעבור משך שלוש שנים עבירת אלימות או עבירה הקשורה בנשק מסוג פשע ויורשע בגינה.
לא נכון,"1,000 ₪ פיצוי למתלונן שישולמו בחמישה שיעורים חודשיים, שווים ורצופים כאשר מועד תשלום השיעור הראשון יחול ביום 1.12.2017 ויתר התשלומים בראשון לכל חודש עוקב."
לא נכון,זכות ערעור לבית המשפט העליון תוך 45 יום.
לא נכון,"54678313ניתן היום,  י""ב תשרי תשע""ח, 02 אוקטובר 2017, במעמד הנוכחים."
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,"בשם המאשימה: עו""ד סיון קוסטר"
לא נכון,"בשם הנאשם: עו""ד מוחמד מוואסי"
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  144(ב), 144(ג), 340א(ב)(1)"
לא נכון,"הנאשם הודה במסגרת כתב אישום שלא כלל הסדר אודות העונש בביצוע עבירות בנשק (נשיאה והובלה) לפי סעיף 144(ב) רישא וסיפא + סעיף 144(ג) לחוק העונשין, התשל""ז-1977 וירי מנשק חם באזור מגורים לפי סעיף 340א(ב)(1) לחוק."
לא נכון,"על פי האמור בכתב האישום המתוקן, ביום 12.9.20 בסמוך לשעה 01:54, הגיעו שוטרים אל ביתו של מוחמד לוטפי ג'רבאן בג'סר אלזרקה כשהם לבושים במדי משטרה על מנת לאתר את בנו לצרכי חקירה."
לא נכון,בעודם עומדים מחוץ לבית הגיע הנאשם ועמד בקרבת מקום שהוא לבוש מעיל בצבע שחור עוטה ככפות על ידיו וחובש על ראשו כובע גרב המסתיר את פניו.
לא נכון,"באותה עת הוביל ונשא אקדח חצי אוטומטי בול תוצרת ישראל, 9 מ""מ פאראבלום טעון במחסנית ובתוכה 15 כדורים."
לא נכון,הוא נשא על גופו מחסנית נוספת טעונה ב-15 כדורים.
לא נכון,"בשלב זה הבחינו השוטרים בנאשם וצעקו ""רעול"" ""רעול"" ואז הנאשם החל לנוס בריצה."
לא נכון,הוא הניף את ידו שאחז בנשק וירה ירייה אחת באוויר.
לא נכון,"השוטרים דלקו אחריו ודרשו ממנו לעצור, הוא לא שעה לדרישותיהם וירה פעם נוספת באוויר במהלך המרדף."
לא נכון,"בהמשך, אחד השוטרים ירה לעבר הנאשם ובהמשך הנאשם נפל ארצה ונעצר."
לא נכון,המדינה טענה למתחם ענישה שבין 3-5 שנות מאסר בפועל.
לא נכון,"נטען שעבירות הנשק הפכו למכת מדינה של ממש מזה זמן, בייחוד במגזר הערבי (מ""ת (חי') 311-05-10 מדינת ישראל נ' קאזם היבי (27.5.10))."
לא נכון,"בעניינו של הנאשם נטען לתכנון מוקדם שהתבטא בנשיאת הנשק והלבוש שלבש, שחלקו היחסי בעבירה היה מוחלט והודגש הסיכון שטמון בשימוש בנשק באזור מגורים."
לא נכון,"מבחינת מדיניות הענישה, אוזכרו המקרים הבאים:"
לא נכון,"באשר לנסיבות נוספות, נטען שהנאשם חסך זמן שיפוטי, אך אינו קטין או קרוב לסייג אחר לאחריות פלילית."
לא נכון,נטען שאין מקום לסטות מהמתחם בעקבות שיקולי שיקום.
לא נכון,כך התבקש בנוסף מאסר מותנה משמעותי וקנס כספי.
נכון,"הסנגור טען, כי הנאשם שיתף פעולה באופן מלא עם קצינת המבחן והביע חרטה, אך קצינת המבחן ""עמדה לו על הראש שהוא מסתיר דבר מסוים"", זאת למרות שהוא טען שהיה גלוי וכנה כלפיה ולא הסתיר דבר."
לא נכון,נטען עוד להליך מעצר ממושך – מדצמבר ועד היום – שהרתיע את הנאשם.
לא נכון,"נטען שמשפחתו נורמטיבית, כאמור בתסקיר ואין זה נכון שלקיחת האחריות הייתה פורמלית בלבד."
נכון,הנאשם חזר על הטענות כלפי קצינת המבחן וטען שלא הסתיר דבר והודה שטעה ומתחרט.
לא נכון,הוא הדגיש שזו הפעם הראשונה שלו בכלא ושאשתו עומדת ללדת בחודש הקרוב ושברצונו לחזור לחיק משפחתו.
לא נכון,"בתסקיר מיום 28.1.21 תואר שהנאשם בן 21, נשוי ואשתו נמצאת בהריון מתקדם (אז)."
לא נכון,לבני הזוג בן קטן נוסף.
לא נכון,טרם מעצרו התגורר עם משפחתו בבית הוריו.
לא נכון,הוא סיים 11 שנות לימוד.
לא נכון,טרם  מעצרו עבד במחלקת פינוי פסולת בעיריית אור-עקיבא.
לא נכון,"משפחת מוצאו מרובת ילדים, נורמטיבית."
לא נכון,"אחד מאחיו מתמודד עם מחלת הסרטן, אין לחובתו רישום פלילי קודם."
לא נכון,הנאשם שלל שימוש בחומרים ממכרים וגם קשרים חברתיים בעייתיים.
לא נכון,שלל כוונה פלילית בקשר למעשה נשוא כתב האישום וטען שהנשק שהחזיק ושנמצא עמו לא שייך לו אלא לחבריו.
לא נכון,"ביחס לעבירה הציג עמדה קורבנית, כאשר לטענתו, לבקשת חבריו, הסכים להעביר נשק לחבר נוסף ואז נתקל בשוטרים כשהיה בדרך וירה באוויר כדי להפחיד את השוטרים כדי שלא ירדפו אחריו."
לא נכון,הוא טען שהתנהגות זו חריגה עבורו.
לא נכון,"באשר לתקופת המעצר, הביע מוטיבציה להשתלב בקבוצה טיפולית אך מסיבות בירוקרטיות לא שולב, אך משולב בכיתות חינוך."
לא נכון,"שירות המבחן התרשם שמדובר בצעיר בעל יכולות טובות, חסר בשלות רגשית שמגלה יציבות חלקית במסגרת שונות בחייו אך התקשה בשיתוף קשריו החברתיים והשתדל להציג את החלקים המתפקדים באישיותו."
לא נכון,צוין קושי מצדו לבחון את התנהלותו הכללית והוערך סיכון גבוה להישנות ביצוע העבירות בעתיד.
לא נכון,לא הובאה המלצה טיפולית בעקבות כך.
לא נכון,בתסקיר משלים מיום 18.3.21 (הנאשם נשלח לתסקיר משלים בעקבות ספקות שעלו בקשר ליכולתו לתקשר בעברית).
לא נכון,"למרות שהתסקיר נערך ע""י קצינת מבחן אחרת דוברת ערבית, לא חל שינוי בהמלצות."
לא נכון,הנאשם עצור מיום 12.9.20.
לא נכון,הערכים החברתיים שנפגעו היו שמירה על שלום הציבור וביטחונו.
לא נכון,"היות שמדובר בעבירות נשק ועוד ירי באזור מגורים, מדובר בפגיעה משמעותית בערכים המוגנים."
לא נכון,"בנסיבות בהן נתפס הנאשם ""על חם"" עם הנשק והתחמושת, ובנוסף בהתחשב בלבוש ""המבצעי"" שלבש, עולה שהתקיים מרכיב של תכנון מוקדם, למרות שהמטרה לא הובררה במסגרת כתב האישום."
לא נכון,הנאשם שהיה מבצע יחיד ונושא באחריות בלעדית למעשיו.
לא נכון,"בהתחשב באמור לעיל ובמדיניות הענישה, יש לציין כי הפסיקה שהביאה המדינה מתאימה יותר למקרה מאשר הפסיקה שהובאה ע""י הסנגור, כאשר לא קיימים שיקולים שיצדיקו חריגה מפאת שיקולי שיקום, מתחם הענישה נמצא בין 18-40 חודשי מאסר."
לא נכון,"זאת, כיוון שאומנם היה שימוש בנשק, אך הנשק לא כוון כלפי איש."
לא נכון,"מבחינת הענישה בתוך המתחם יצוין, שלא מצאתי פגם בתסקירים, בניגוד לנטען על ידי הסנגור, כאשר עולה שאכן הנאשם היה גלוי באופן חלקי בלבד ביחס לרקע לביצוע העבירה."
לא נכון,"עם זאת, אני מקבל שהייתה קבלת אחריות מלאה מצד הנאשם, כפי שביטא זאת בדבריו באולם בית המשפט."
לא נכון,"לזכותו בנוסף, הודאתו המוקדמת ללא צורך בניהול ההליך וקבלת האחריות שההודאה מסמלת."
לא נכון,"כמו כן, לטובתו העובדה שאין לחובתו עבר פלילי."
לא נכון,"מפאת כל האמור, יוטלו העונשים כדלקמן:"
לא נכון,32 חודשי מאסר בפועל שמתקופה זו תנוכה תקופת המעצר (מיום 12.9.20);
לא נכון,"12 חודשי מאסר על תנאי למשך 3 שנים, כאשר התנאי יחול במידה והנאשם יבצע עבירות אלימות מסוג פשע;"
לא נכון,"קנס בסך 5,000 ₪ לתשלום עד ליום 1.9.21."
לא נכון,5129371זכות ערעור תוך 45 יום הודעה לנאשם.
לא נכון,"ניתן היום,  י""ד אייר תשפ""א, 26 אפריל 2021, בהעדר הצדדים."
לא נכון,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן"
לא נכון,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה
לא נכון,"חוק העונשין, תשל""ז-1977: סע'  40ט(2), 144(ב), 411, 499(א)(1)"
לא נכון,פקודת התעבורה [נוסח חדש]: סע'  10(א)
לא נכון,"צו בדבר ביטוח כלי רכב מנועיים (יהודה והשומרון) (מס' 215), תשכ""ח-1968;(סיכוני צד שלישי): סע'  2(א)"
לא נכון,"חוק השיפוט הצבאי, תשט""ו-1955"
לא נכון,"נוכחים: מטעם המאשימה- עו""ד איתי וחניש"
לא נכון,"מטעם הנאשם – הובא ועו""ד ח'אלד אמארה"
לא נכון,"הנאשם הורשע, על-פי הודאתו מיום בכתב אישום מתוקן מיום 15.12.21, בעבירות של נשיאה או הובלת חלק של נשק או תחמושת, לפי סעיף 144(ב) סיפא, לחוק העונשין, התשל""ז-1977; קבלת נכסים שהושגו בפשע, לפי סעיף 411 לחוק; קשירת קשר לפשע, לפי סעיף 499(א)(1) לחוק; נהיגה ללא רישיון נהיגה (לא הוציא מעולם), לפי סעיף 10(א) לפקודת התעבורה [נוסח חדש], תשכ""א- 1961; ונהיגה ברכב ללא ביטוח, לפי סעיף 2(א) לצו בדבר ביטוח כלי רכב מנועיים (יהודה והשומרון) (מס' 215), תשכ""ח- 1968."
לא נכון,"בהתאם לכתב האישום המתוקן, במועד הרלוונטי לכתב האישום שירת סמל אמיר עמר (להלן: ""החייל"") כלוחם בגדוד 13 של גולני."
לא נכון,"צויין כי הנאשם התגורר בבית משפחתו בכפר כנא, ביחידת דיור בקומה העליונה של הבית."
לא נכון,בין הנאשם ובין החייל התקיימו קשרי ידידות.
לא נכון,"באותו המועד, שהו חיילי גדוד 13 של גולני בבסיס ""בא""פ לכיש"" לצורך הכנה לקראת תעסוקה מבצעית."
לא נכון,"במהלך החודשים שקדמו ליום 10.7.21, שידל הנאשם את החייל, בהצעות חוזרות ונשנות, לספק לו נשק ותחמושת מהצבא, על רקע שירותו בגולני."
לא נכון,"לאורך אותה תקופה, החייל סירב והתחמק מהצעות הנאשם, אך הנאשם המשיך ללחוץ עליו."
לא נכון,"בתאריך 10.7.21, בחצות, עלה החייל לתורנות לילה בבסיס, לצורך שמירה על הציוד והתחמושת של הפלוגה."
לא נכון,הנאשם עדכן את החייל כי הוא מגיע לבסיס.
לא נכון,"בינתיים, העמיס החייל תשעה ארגזי תחמושת (""ברוסים"") של תחמושת מגוונת לשני תיקי גב גדולים."
לא נכון,"בשעה 4:00 יצא החייל אמיר עם התיקים עמוסי התחמושת מהבסיס, וחיכה לבואו של הנאשם ברכבו."
לא נכון,"מספר דקות לאחר מכן הגיע הנאשם לבסיס כשהוא נוהג ברכב, על אף שלא הוציא רישיון נהיגה מעולם."
לא נכון,הנאשם והחייל העמיסו על הרכב את התיקים עמוסי התחמושת.
לא נכון,"לאחר זמן קצר, חזר החייל לבסיס והנאשם חזר ברכבו לכפר כנא, והעמיס את התחמושת לתוך יחידת הדיור בה מתגורר."
לא נכון,"בהמשך אותו היום, במסגרת חיפוש כדין, נמצאה ביחידת הדיור תחמושת מסוגים שונים שפורטו בכתב האישום – כדורי 5.56 מ""מ, כדורי 7.62 מ""מ וכדורי 9 מ""מ, וכן נמצא אקדח איירסופט עם קופסת כדורי חרסינה ומיכל למילוי גז של האקדח."
לא נכון,עוד נמצאה תחמושת במחסן שבשימושו של הנאשם.
לא נכון,"סה""כ נמצאו בבית הנאשם 4,957 כדורי תחמושת שונים, שאת רובם קיבל מידי החייל באותו היום."
לא נכון,"ביום 15.12.21 הודיעו הצדדים כי הגיעו להסדר טיעון, לפיו הנאשם הודה בעובדות כתב האישום המתוקן, הורשע בעבירות המיוחסות לו, והצדדים טענו לעונש באופן פתוח."
לא נכון,ביום 2.1.22 טענו הצדדים לעונש בפניי.
לא נכון,"ב""כ המאשימה הגיש טיעוניו בכתב, והשלים אותם בעל-פה, והסנגור טען בפניי בעל-פה."
לא נכון,"ב""כ המאשימה טען כי מתחם העונש ההולם נע בין 28 ל-48 חודשי מאסר בפועל, בצירוף עונשים נלווים וביקש להטיל על הנאשם עונש מאסר למשך 36 חודשים, בצירוף מאסר על-תנאי, קנס והתחייבות."
לא נכון,"כן ביקש להורות על חילוט הרכב וההפקדה ע""ס 15,000 ₪ אשר הופקדה לטובת שחרור הרכב."
לא נכון,"ב""כ המאשימה טען כי מעשי הנאשם פגעו בערכים מוגנים של הגנה על הפרט מפני שימוש באמצעי לחימה, וכן בבטיחותם של משתמשי הדרך."
לא נכון,"נטען, כי פגיעת הנאשם בערכים המוגנים עצומה, לנוכח היקף התחמושת אותה קיבל מידי החייל."
לא נכון,"ב""כ המאשימה הפנה לתזכיר חוק העונשין (תיקונים בעבירות נשק), התשפ""ב-2021, שם נקבע כי מטרת התיקון הנה להחמיר בענישת מבצעי עבירות נשק לנוכח התגברות התופעה של הברחת אמצעי לחימה."
לא נכון,"נטען כי בעת האחרונה הפכו עבירות הנשק למכת מדינה של ממש, וכי יש לתת לכך ביטוי בהחמרת הענישה."
לא נכון,"עוד צוין, כי חוק השיפוט הצבאי קובע למעשים מעין אלה עבירה מיוחדת של ""הוצאת נשק מהצבא"", לצדה נקבע עונש מאסר של 15 שנים."
לא נכון,"ב""כ המאשימה ציין כי הנאשם נטול עבר פלילי, הודה וחסך זמן שיפוטי, אך לא נטען בעניינו לקיומם של שיקולי שיקום."
לא נכון,"צוין עוד כי החייל נדון בבית משפט צבאי לששה חודשי מאסר בפועל, תוך הבאת נסיבותיו האישיות בחשבון."
לא נכון,"ב""כ המאשימה טען כי יש להבחין בין עניינו של הנאשם כאן ובין עניינו של החייל, שכן הנאשם היה מי ששידל שוב ושוב את החייל לבצע את העבירות, ואילו היה הנאשם נדון בבית דין צבאי היה צפוי לעונש מאסר ממושך."
לא נכון,"חלקם של השניים בביצוע אינו שווה, ולפיכך אין לגזור גזירה שווה בעניינם."
לא נכון,"ב""כ הנאשם טען למתחם עונש הולם הנע בין 5 ל-12 חודשי מאסר בפועל, וביקש לקבוע את עונשו של הנאשם ברף התחתון של המתחם לו טען."
לא נכון,"ב""כ הנאשם ביקש להשוות בין עניינו של הנאשם כאן ובין עניינו של החייל שנדון בפני בית משפט צבאי,  ל-6 חודשי מאסר, וטען כי אילו היה הנאשם נדון בבית דין צבאי היה צפוי לעונש קל מעונשו של החייל."
לא נכון,"נטען, כי ראוי לגזור את עונשו של הנאשם בהתאם לעקרונות השוויון בין נאשמים ואחידות הענישה."
לא נכון,"ב""כ הנאשם עמד על ההבדלים המשמעותיים שבין עבירת נשיאת תחמושת והובלתה, להבדיל מעבירות בנשק ממש, והפנה לפער בין העונשים שנקבעו בחוק לעבירות אלה."
לא נכון,"נטען, כי הנאשם הודה במעשים, חסך זמן שיפוטי יקר, והעדת עדים רבים."
נכון,הודאתו מלמדת על נטילת אחריות וחרטה.
לא נכון,"הנאשם בן 36, רווק, ללא עבר פלילי ומדובר בהסתבכותו הראשונה."
לא נכון,"בסופו של דבר, חרף נוסחו של כתב האישום, לא יוחס לו שידול לביצוע העבירות על ידי החייל."
לא נכון,"החייל פעל כשותפו של הנאשם לביצוע העבירות, ולא ניתן לקבוע כי הוא ביצע את העבירות כתוצאה משידולו של הנאשם."
לא נכון,"החייל היה הדמות הדומיננטית, ומי שיצר קשר עם הנאשם, הוא שאסף את התחמושת, ארז אותה בתיקים ויצא עמה מהבסיס, ולאחר מכן העמיס את התיקים לרכבו של הנאשם."
לא נכון,"החייל הוא מי שמעל באמון שניתן בו, ניצל את היכרותו עם הבסיס ואורחותיו, והוציא בשעת כושר את התחמושת מהצבא."
לא נכון,"אלמלא החייל, לא הייתה לנאשם גישה כלשהי לתחמושת."
לא נכון,"צוין עוד כי העונש שהוטל על החייל היה עונש מוסכם שבא בעקבות נסיבות אישיות, וכי יש להתחשב באותה המידה גם בנסיבותיו האישיות של הנאשם כאן."
לא נכון,"ב""כ הנאשם הפנה להנחיית פרקליט המדינה, שלא שונתה עד כה, ובה נקבע כי המתחם שתטען המאשימה בעבירות של נשיאת תחמושת נע בין 6 חודשי מאסר בעבודות שירות ועד לשמונה חודשי מאסר בפועל, כאשר נקבע כי כשמדובר בתחמושת בכמות גדולה ניתן יהיה לחרוג מהמתחם."
לא נכון,"נטען, כי המתחם לו טוענת המאשימה מחמיר ואינו תואם את מדיניות הענישה הנוהגת."
לא נכון,עוד צוין כי הנאשם עצור מיום 10.7.21 ואילך.
לא נכון,"הנאשם מסר כי אין לו מה לומר, ואביו ביקש עבורו משפט צדק."
לא נכון,"עדים אנו להתגברות חריפה, בבחינת מכת מדינה ממש, בתופעת ההתחמשות בנשק בלתי חוקי, אירועי ירי בנשק בלתי חוקי, פציעה ואף גדיעת חיים בנשק חם, ושימוש בנשק בלתי חוקי לשם ביצוע עבירות רכוש, סחיטה ואלימות."
לא נכון,"הערכים החברתיים המוגנים הנפגעים כתוצאה מעבירות של החזקת נשק ותחמושת, נשיאתם והובלתם הנם שלום הציבור ובטחונו."
לא נכון,"בתי המשפט עמדו לא אחת על חומרתן של עבירות הנשק, תוך הדגשת הסיכון הממשי לציבור הנובע מעבירות אלה."
לא נכון,"החזקת נשק ותחמושת על ידי אזרחים יוצרת מטבעה פוטנציאל להסלמה עבריינית או לפעילות עוינת, ונשיאתם והובלתם בידי בלתי מורשים להחזקתם מגבירה פוטנציאל סיכון זה."
לא נכון,"בהתאם להלכה הפסוקה, חומרת עבירות הנשק מחייבת מתן ביטוי עונשי הולם ומרתיע באמצעות הטלת עונשי מאסר בפועל, כשנסיבות אישיות נדחות בפני האינטרס הציבורי."
לא נכון,"פסיקתם של  בית המשפט העליון ובתי המשפט המחוזיים מהשנים האחרונות הובילה במוצהר קו של החמרת ענישה בעבירות נשק, תוך התערבות בגזרי דין של ערכאות נמוכות יותר, אף בניגוד לכלל הנוהג לפיו ערכאת הערעור ממעטת להחמיר בענישה."
לא נכון,"גישה זו מבטאת את ההכרה בהתפשטותן המדאיגה של עבירות הנשק, בעליית רמת האלימות בחברה, ובסיכון הממשי לציבור, בשל השימוש התדיר בנשק לפתרון סכסוכים ולשם ביצוע עבירות."
לא נכון,דברים אלו אף באו לידי ביטוי לאחרונה בדברי הנשיאה א' חיות בטקס פתיחת שנת המשפט הנוכחית של לשכת עורכי הדין בנצרת:
לא נכון,"'מערכת בתי המשפט משקיעה מאמצים רבים בתחום זה, ובית המשפט העליון התווה וממשיך להתוות הלכות לאורך השנים באשר לרמת הענישה ההולמת את החומרה היתרה הגלומה בביצוע עבירות בנשק ובאשר לביטוי העונשי ההולם המתחייב מכך."
לא נכון,"בהתאם לכך ולנוכח ריבוי מקרי הירי, יש לנקוט במדיניות ענישה מחמירה כלפי ביצוע עבירות החזקת נשק שלא כדין, ועל אחת כמה וכמה שימוש בנשק חם ופציעתם של קורבנות שונים עקב כך."
לא נכון,"אמנם מדובר בתחמושת ולא בכלי הנשק עצמם, שכן לנאשם בפניי מיוחסת עבירה של נשיאת תחמושת והובלתה, עבירה שהנה בהתאם לסעיף החוק, עבירה מסוג עוון, לצדה נקבע עונש מרבי של שלוש שנות מאסר – כך שהמחוקק מלכתחילה ייחס לנשיאת תחמושת חומרה פחותה ביחס לעבירות נשק אחרות, ולא הבחין בין נשיאת כמות מועטה של תחמושת ובין נשיאת כמות רבה ממנה, ואולם, כפי שפורט, מדובר בעבירה שבוצעה בנסיבות מחמירות במיוחד, ושלצידה בוצעו עבירות נוספות, בהן עבירה מסוג פשע."
לא נכון,"ב""כ המאשימה הפנה לתזכיר חוק העונשין (תיקונים בעבירות בנשק), התשפ""ב- 2021, בו מוצע להחמיר את העונש הקבוע בצד העבירות של החזקה, רכישה, נשיאה או הובלה של ""חלק נשק מהותי"" אשר יוחמר, בהתאם להצעה, משלוש שנות מאסר לחמש שנות מאסר."
לא נכון,"צוין בתזכיר כי המטרה הנה להחמיר העונש בגין עבירות המבוצעות בחלקי נשק עיקריים, בלעדיהם לא ניתן לבצע ירי, ויש בתזכיר ללמד על מגמת החמרה כללית לגבי עבירות נשק."
לא נכון,נסיבות הקשורות בביצוע העבירות
לא נכון,"הנאשם קיבל לידיו מחייל צה""ל עמו הייתה לו היכרות מוקדמת, כמות רבה מאוד של תחמושת, הכוללת כדורים לנשק מסוגים שונים."
לא נכון,"ביחידת הדיור שבה התגורר נמצאו קרוב ל-5,000 כדורי רובה ואקדח בסך הכל."
לא נכון,"כתב האישום המתוקן נושא אופי של שידול מפני הנאשם כלפי החייל, הצעיר מהנאשם בשנים רבות."
לא נכון,"מצויין במפורש שהנאשם שידל את החייל כדי שהחייל יספק לו תחמושת מהבסיס בו שירת באותה העת, אולם בסופו של דבר, בכתב האישום המתוקן לא מיוחסת לנאשם עבירת שידול לעבירות אותן ביצע החייל."
לא נכון,"לנאשם שבפניי מיוחסים קשירת קשר עם החייל, קבלת התחמושת מידיו שהנה בגדר נכס שהושג בפשע, נשיאת התחמושת והובלתה מן הבסיס אל דירתו, ועבירות הקשורות בנהיגה ברכב ללא רישיון וללא ביטוח."
לא נכון,"בנוסף, נתפסו בחיפוש בבית הנאשם תחמושת נוספת וכן אקדח איירסופט."
לא נכון,הפגיעה בערכים המוגנים במקרה דנן משמעותית.
